month,debit,credit
Jan-18,70300.0,175009.98
Feb-18,4197818.5,4437144.0
Mar-18,7556115.11,7955310.0
Apr-18,6564545.5,6358600.5
May-18,9159928.54,8648475.0
Jun-18,10391002.46,10413476.5
Jul-18,9202360.769999998,9251755.0
Aug-18,5744488.1,5838605.0
Sep-18,10764574.79,10666060.0
Oct-18,10159947.760000002,10212919.0
Nov-18,8731471.03,8598395.0
Dec-18,4522674.26,5402994.0
Jan-19,4492.95,0
